,before,special_price,after,name,capcity_GB,RAM,processer,Colour,model,meta_keyword
56,3999,,3477.3913,سامسونج) جالكسي زد),‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎جرافيتي‎,,‎جالكسي زد فليب 4‎,"سامسونج,سامسونج) جالكسي زد),SMF721BZAEMEA,سعة 256 جيجابايت,جرافيتي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
57,3999,,3477.3913,سامسونج) جالكسي زد),‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎ذهبي وردي‎,,‎جالكسي زد فليب 4‎,"سامسونج,سامسونج) جالكسي زد),SMF721BZDEMEA,سعة 256 جيجابايت,ذهبي وردي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
58,3999,,3477.3913,سامسونج) جالكسي زد),‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎ازرق‎,,‎جالكسي زد فليب 4‎,"سامسونج,سامسونج) جالكسي زد),SMF721BLBEMEA,سعة 256 جيجابايت,أزرق فاتح,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
59,5699,5199.0,4520.8696,آبل) آيفون 13),‎سعة 256 جيجابايت‎,‎5‎G‎,‎لون أزرق سيريا‎,,‎ ايفون 13 برو ماكس‎,"ابل,آبل) آيفون 13),MLJD3AHA,سعة 256 جيجابايت,لون أزرق سيريا,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
60,5199,4699.0,4086.087,آبل) آيفون 13),‎سعة 128 جيجابايت‎,‎5‎G‎,‎لون أزرق سيريا‎,,‎ ايفون 13 برو ماكس‎,"ابل,آبل) آيفون 13),MLJ73AHA,سعة 128 جيجابايت,لون أزرق سيريا,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
61,5199,4699.0,4086.087,آبل) آيفون 13),‎سعة 256 جيجابايت‎,‎5‎G‎,,,‎ايفون 13 برو‎,"ابل,آبل) آيفون 13),MLUU3AHA,سعة 256 جيجابايت,لون أزرق سيريا,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
62,5699,5199.0,4520.8696,آبل) آيفون 13),‎سعة 256 جيجابايت‎,‎5‎G‎,‎ذهبي‎,,‎ ايفون 13 برو ماكس‎,"ابل,آبل) آيفون 13),MLJA3AHA,سعة 256 جيجابايت,ذهبي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
63,5199,4699.0,4086.087,آبل) آيفون 13),‎سعة 128 جيجابايت‎,‎5‎G‎,‎ذهبي‎,,‎ ايفون 13 برو ماكس‎,"ابل,آبل) آيفون 13),MLJ63AHA,سعة 128 جيجابايت,ذهبي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
64,6699,6199.0,5390.4348,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ ايفون 13 برو ماكس‎,"ابل,آبل) آيفون 13),MLJQ3AHA,سعة 512 جيجابايت,جرافيتي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
65,4699,4199.0,3651.3043,آبل) آيفون 13),‎سعة 128 جيجابايت‎,‎5‎G‎,‎ذهبي‎,,‎ايفون 13 برو‎,"ابل,آبل) آيفون 13),MLUH3AHA,سعة 128 جيجابايت,ذهبي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
66,5199,4699.0,4086.087,آبل) آيفون 13),‎سعة 256 جيجابايت‎,‎5‎G‎,,,‎ايفون 13 برو‎,"ابل,آبل) آيفون 13),MLUN3AHA,سعة 256 جيجابايت,جرافيتي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
67,6699,6199.0,5390.4348,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ ايفون 13 برو ماكس‎,"ابل,آبل) آيفون 13),MLJV3AHA,سعة 512 جيجابايت,ذهبي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
68,5199,4699.0,4086.087,آبل) آيفون 13),‎سعة 128 جيجابايت‎,‎5‎G‎,‎جرافيتي‎,,‎ ايفون 13 برو ماكس‎,"ابل,آبل) آيفون 13),MLJ43AHA,سعة 128 جيجابايت,جرافيتي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
69,5199,4699.0,4086.087,آبل) آيفون 13),‎سعة 256 جيجابايت‎,‎5‎G‎,,,‎ايفون 13 برو‎,"ابل,آبل) آيفون 13),MLUQ3AHA,سعة 256 جيجابايت,ذهبي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
70,6699,6199.0,5390.4348,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ ايفون 13 برو ماكس‎,"ابل,آبل) آيفون 13),MLJT3AHA,سعة 512 جيجابايت,فضي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
71,5299,4799.0,4173.0435,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ايفون 13‎,"ابل,آبل) آيفون 13),MLNT3AHA,سعة 512 جيجابايت,ازرق,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
72,5699,5199.0,4520.8696,آبل) آيفون 13),‎سعة 256 جيجابايت‎,‎5‎G‎,‎أخضر صنوبري‎,,‎ ايفون 13 برو ماكس‎,"ابل,آبل) آيفون 13),MNCV3AHA,سعة 256 جيجابايت,أخضر صنوبري,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
73,6699,6199.0,5390.4348,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ ايفون 13 برو ماكس‎,"ابل,آبل) آيفون 13),MNCW3AHA,سعة 512 جيجابايت,أخضر صنوبري,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
74,5199,4699.0,4086.087,آبل) آيفون 13),‎سعة 128 جيجابايت‎,‎5‎G‎,‎أخضر صنوبري‎,,‎ ايفون 13 برو ماكس‎,"ابل,آبل) آيفون 13),MNCU3AHA,سعة 128 جيجابايت,أخضر صنوبري,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
75,5199,4699.0,4086.087,آبل) آيفون 13),‎سعة 256 جيجابايت‎,‎5‎G‎,,,‎ايفون 13 برو‎,"ابل,آبل) آيفون 13),MLUP3AHA,سعة 256 جيجابايت,فضي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
76,4699,4199.0,3651.3043,آبل) آيفون 13),‎سعة 128 جيجابايت‎,‎5‎G‎,,,‎ايفون 13 برو‎,"ابل,آبل) آيفون 13),MNDX3AHA,سعة 128 جيجابايت,أخضر صنوبري,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
77,5299,4799.0,4173.0435,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ايفون 13‎,"ابل,آبل) آيفون 13),MLNQ3AHA,سعة 512 جيجابايت,وردي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
78,5299,4799.0,4173.0435,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ايفون 13‎,"ابل,آبل) آيفون 13),MLNN3AHA,سعة 512 جيجابايت,لون سماء الليل,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
79,5299,4799.0,4173.0435,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ايفون 13‎,"ابل,آبل) آيفون 13),MLNP3AHA,سعة 512 جيجابايت,لون ضوء النجوم,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
80,5199,4699.0,4086.087,آبل) آيفون 13),‎سعة 256 جيجابايت‎,‎5‎G‎,,,‎ايفون 13 برو‎,"ابل,آبل) آيفون 13),MNDY3AHA,سعة 256 جيجابايت,أخضر صنوبري,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
81,5699,5199.0,4520.8696,آبل) آيفون 13),‎سعة 256 جيجابايت‎,‎5‎G‎,,,‎ ايفون 13 برو ماكس‎,"ابل,آبل) آيفون 13),MLJ93AHA,سعة 256 جيجابايت,فضي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
82,5299,4799.0,4173.0435,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ايفون 13‎,"ابل,آبل) آيفون 13),MNGJ3AHA,سعة 512 جيجابايت,اخضر,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
83,5299,4799.0,4173.0435,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ايفون 13‎,"ابل,آبل) آيفون 13),MLNR3AHA,سعة 512 جيجابايت,أحمر,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
84,4699,4199.0,3651.3043,آبل) آيفون 13),‎سعة 128 جيجابايت‎,‎5‎G‎,‎جرافيتي‎,,‎ايفون 13 برو‎,"ابل,آبل) آيفون 13),MLUE3AHA,سعة 128 جيجابايت,جرافيتي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
85,3299,2899.0,2520.8696,آبل) ايفون 12),‎64‎ GB‎,‎5‎G‎,‎ازرق‎,,‎ايفون 12‎,"ابل,آبل) ايفون 12),MGJ83AAA,64 GB,ازرق,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
86,6199,5799.0,5042.6087,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ايفون 13 برو‎,"ابل,آبل) آيفون 13),MLV03AHA,سعة 512 جيجابايت,لون أزرق سيريا,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
87,1699,1299.0,1129.5652,فيفو في,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎ميدياتك MT6853‎T‎,‎ انبهار لون غروب الشمس‎,V21 5G,"vivo,فيفو في,5657573,سعة 128 جيجابايت, انبهار لون غروب الشمس,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
88,3299,2899.0,2520.8696,آبل) ايفون 12),‎64‎ GB‎,‎5‎G‎,‎اخضر‎,,‎ايفون 12‎,"ابل,آبل) ايفون 12),MGJ93AAA,64 GB,اخضر,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
89,6199,5799.0,5042.6087,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ايفون 13 برو‎,"ابل,آبل) آيفون 13),MLUY3AHA,سعة 512 جيجابايت,ذهبي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
90,3499,3099.0,2694.7826, سامسونج) جالكسي أس),‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎أسود فانتوم‎,,‎جالكسي اس 22‎,"سامسونج, سامسونج) جالكسي أس),SMS901EZKGMEA,سعة 256 جيجابايت,أسود فانتوم,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
91,3499,3099.0,2694.7826, سامسونج) جالكسي أس),‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎اخضر‎,,‎جالكسي اس 22‎,"سامسونج, سامسونج) جالكسي أس),SMS901EZGGMEA,سعة 256 جيجابايت,اخضر,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
92,3499,3099.0,2694.7826, سامسونج) جالكسي أس),‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 8‎,‎أبيض فانتوم‎,‎جالكسي اس 22‎,"سامسونج, سامسونج) جالكسي أس),SMS901EZWGMEA,سعة 256 جيجابايت,أبيض فانتوم,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
93,3499,3099.0,2694.7826, سامسونج) جالكسي أس),‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 8‎,‎ذهبي وردي‎,‎جالكسي اس 22‎,"سامسونج, سامسونج) جالكسي أس),SMS901EIDGMEA,سعة 256 جيجابايت,ذهبي وردي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
94,6199,5799.0,5042.6087,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ايفون 13 برو‎,"ابل,آبل) آيفون 13),MLUV3AHA,سعة 512 جيجابايت,جرافيتي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
95,6199,5799.0,5042.6087,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ايفون 13 برو‎,"ابل,آبل) آيفون 13),MNE03AHA,سعة 512 جيجابايت,أخضر صنوبري,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
96,6199,5799.0,5042.6087,آبل) آيفون 13),‎512‎ GB‎,‎5‎G‎,,,‎ايفون 13 برو‎,"ابل,آبل) آيفون 13),MLUW3AHA,سعة 512 جيجابايت,فضي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
97,3499,3099.0,2694.7826, سامسونج) جالكسي أس),‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 8‎,‎بورا البنفسجي‎,‎جالكسي اس 22‎,"سامسونج, سامسونج) جالكسي أس),SMS901ELVGMEA,سعة 256 جيجابايت,,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
